username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Hannah✡️🦋💙🌊🇺🇸🏳️‍🌈🏳️‍⚧️🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿,1569814055241809922,So California,2023-01-20 06:52:42,Justice does happen. Just returned from Disneyland &amp; the shuttle bus dropped us off with a short walk to the hotel.… https://t.co/15pel7Rhdo,0,Twitter for iPhone,
George Kush,859925197,"Los Angeles, CA",2023-01-20 06:46:21,@jakeshieldsajj @MatthewBemis6 @BrookeJenkinsSF @LondonBreed @SFPD That's cause the richies relate to them hunter w… https://t.co/FgfnDKdKF4,0,Twitter for Android,
Kimberly,3189916112,"Los Angeles, CA",2023-01-20 06:43:23,@BrokeSaturdays @floralbeauty18 @POTUS Thank you for your service. Thank God you're not one of our 1/3 population o… https://t.co/iLYAwdI0dM,0,Twitter for Android,
Brique Haus 🔆,27505553,"Los Angeles, CA",2023-01-20 06:42:25,I was merging onto the 405 today in the rain &amp; this homeless asshole decides to merge alongside me on his bicycle.… https://t.co/BzETV1G8mX,0,Twitter for iPhone,
Mayor Ardy Kassakhian Արտաշէս Քասախեան,74288673,"Glendale, CA",2023-01-20 06:41:55,"@JeremyCapoeira @MyGlendaleParks
 will conduct the Annual Homeless Point-In-Time Count on 1/26 ￼ The Count reflects… https://t.co/3rOhPvX50Y",0,Twitter for iPhone,
Austin,1596072942286299136,"Los Angeles, CA",2023-01-20 06:35:51,"@Naaackers trying this now!

EDIT: I am now homeless",0,Twitter Web App,
RubberDorky ,35127905,Los Angeles,2023-01-20 06:19:01,@MorlockP I can tell you something else the cops do - they transport the homeless to poor areas whenever the rich c… https://t.co/sw9owWlDsE,0,Twitter for iPhone,
John  Merrill,3249914292,"Los Angeles, CA",2023-01-20 06:18:41,@choeshow These people IMO are crazier than the craziest homeless,0,Twitter for iPhone,
JenJae2016,1071145638757363718,"Los Angeles, CA",2023-01-20 06:10:30,@rycunni I am/was a Covid-19 essential worker. Comply or become another statistic in the CA homeless fiasco. Many o… https://t.co/qhmBAWvNJL,0,Twitter for Android,
daren,14197670,"Los Angeles, CA",2023-01-20 06:07:31,@AndrewJims1 Mike Bonin got $63M In HHH finds &amp; that build 367 supportive units that won’t be done for another 3 ye… https://t.co/9aksW9k8Bo,0,Twitter for iPhone,
Culver City TV,26448725,"Culver City, CA",2023-01-20 06:06:29,"@mikebonin @YasmineMcMorrin @FreddyPuzaCC Mike, This is what McMorrin has accomplished in 2 years. Remarkably it is… https://t.co/kO6dMinE0D",0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-20 06:05:00,Homeless people in Denver have to remain outside with their property rather than seeking shelter in freezing cold c… https://t.co/DMnONH6cSw,9,Sprout Social,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-20 06:04:27,Street Medicine LA: Health Care in an Urban Homeless Crisis https://t.co/VC0R9ViKd4,2,Twitter for iPhone,
Mark Horvath,14595574,Los Angeles,2023-01-20 06:04:11,Street Medicine LA: Health Care in an Urban Homeless Crisis https://t.co/gnSwYIsmqI,0,Twitter for iPhone,
Kimberly,3189916112,"Los Angeles, CA",2023-01-20 06:01:29,"@BrokeSaturdays @floralbeauty18 @POTUS Oh thank you for asking, I take care of the homeless and our vets. Something… https://t.co/jo500LKYCd",0,Twitter for iPhone,
Twizted Dream,2556137372,"Venice Beach, Los Angeles",2023-01-20 05:54:06,@CharliePatrick @MayorOfLA @SecVetAffairs @DeptVetAffairs Same ones don't want to accept that we labeled the addict… https://t.co/3ShKVsxthb,0,Twitter for Android,
Doña Claudia 🇺🇸,1407532025242738692,"Los Angeles, CA",2023-01-20 05:49:24,@lalovestrump @KateCagle @MayorOfLA @SpecNews1SoCal It’s happening a lot. These organizations who take money on the… https://t.co/S8LaJnlzuE,0,Twitter for iPhone,
bob,1115596310759895040,"Redondo Beach, CA",2023-01-20 05:47:46,@DashDobrofsky You’ll be homeless in  2 years. I’ll make book on that.,0,Twitter for iPhone,
Michael Morton,1492167625333379074,"Los Angeles, CA",2023-01-20 05:42:51,"@RepAdamSchiff CLEAN UP YOUR HOMELESS CAMPS IM HOLLYWOOD SCHIFF! MAYOR SAYS ""WAR ON HOMELESS""- WHERES THE GUNS?
WER… https://t.co/V1dQb7bpEs",0,Twitter for Android,
Twizted Dream,2556137372,"Venice Beach, Los Angeles",2023-01-20 05:35:29,"@CharliePatrick @MayorOfLA @SecVetAffairs @DeptVetAffairs Yep, because Karen's and their bullshit... 
This happens… https://t.co/wAfzDvZ7gZ",0,Twitter for Android,
STEVE- BENI ❤️ BEAN RIP❤️,1466922380392026118,"Los Angeles, CA",2023-01-20 05:26:19,@CoryCVC @Boneshark24 I’m going to disagree with you. I think this city is beautiful and I think the homeless issue is actually a lot better,0,Twitter for iPhone,
Queen Trice,122233025,"Los Angeles, CA",2023-01-20 05:25:03,I remember being homeless to where I didn't have nothing no money no food no place to lay my head at with two babie… https://t.co/OVUKMuua87,0,Twitter for Android,
Doh!,155506792,"Los Angeles, CA",2023-01-20 05:18:09,"@BettyKPIX @BrookeJenkinsSF Lol, city is a freaking joke. Homeless shouldn't be allowed to camp out on the sidewalk in the first place.",0,Twitter Web App,
AmyLanier,31550982,Los Angeles,2023-01-20 05:17:59,"And yet still be supported by his Republican colleagues, including McCarthy…He claimed his mother died in 9/11, tha… https://t.co/AwK1rvzUOY",0,Twitter for iPhone,
Jeff Bezoster Virus,1258406158328446976,"Hollywood, Los Angeles",2023-01-20 05:15:39,@monakiki2525 @COFFEEHAUSERBTS @BettyKPIX @ChrisJustice01 @BrookeJenkinsSF This is a lie. MOST homeless people want… https://t.co/ixsInHmiHO,0,Twitter for iPhone,
J23,78550741,"Los Angeles, CA",2023-01-20 05:14:40,@KateCagle @MayorOfLA @SpecNews1SoCal Well I do hope the Mayor will get a lot of homeless off the streets and parks… https://t.co/T3FfFlExrA,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-20 05:11:06,Dejaris grew up in foster homes. Children growing up outside of their natural family often have a hard time adjusti… https://t.co/O0p0fN0tTt,6,Agorapulse app,
salvador ingles,589700311,"Los Angeles, CA",2023-01-20 05:08:14,@KTLA Homeless people?,0,Twitter for iPhone,
KCRW,9636632,"Los Angeles, CA",2023-01-20 05:04:00,"For CA surfers, recent storms bring colossal waves but poor water quality 🏄 
https://t.co/zlxSflcrXl",2,Sprout Social,
Raze Parking Structure 3,1483604543740907523,"Santa Monica, CA",2023-01-20 05:00:50,@tobyhardtospell Yes!  I had the same idea!  Nearly half the stores on Third Street Promenade are vacant.  Apparent… https://t.co/KT1zP5cphG,0,Twitter Web App,
Christopher Contreras,1549017066165809152,"Los Angeles, CA",2023-01-20 04:51:38,"@dharma_fan 
Belly as a homeless person https://t.co/M0LQ03JumL",1,Twitter for Android,
PEEZY,51779270,"Hollywood, CA",2023-01-20 04:47:18,"@DPoseB4L Bro, they just OC bro. I got endless stories. Ppl don’t understand it’s more of a drug addict problem tha… https://t.co/HTMnSTnBIk",0,Twitter for iPhone,
1350,177495548,Los Angeles,2023-01-20 04:46:18,I was getting boba tea minding my business like I always do. This homeless walks up to me and asks me for money and… https://t.co/T9PLAflJ0p,0,Twitter for Android,
Jonathan Oskins,2928963276,"Los Angeles, California",2023-01-20 04:45:22,"@MayorOfLA The business owner says, “We need to start committing people whether they like it or not. They don’t nee… https://t.co/cyHCVfAtEr",0,Twitter for iPad,
Just Jazz I The Source For Jazz,336368663,"Los Angeles, CA",2023-01-20 04:18:42,Hollywood diversity backslides in 2022 after some progress https://t.co/oUeVyh7jB2,0,Twitter Web App,
Capt.,825812696884879360,"Los Angeles, CA",2023-01-20 04:16:00,@GrantCardone Was at an event and he was there..someone requested a donation round for homeless people and he contr… https://t.co/22E6EIHkeF,0,Twitter for Android,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-20 04:13:06,"""How can you rebuild a life you've never had?""~ Mike https://t.co/UZSroeXW5s https://t.co/XoPQWClHGZ",5,Agorapulse app,
"Katherine, Citizen Forester 🌳✍️🌎",903158635,Downtown Los Angeles,2023-01-20 04:06:11,"@CharliePatrick @marvistavoice Yep, the Homeless Industrial Complex is just fine with weaker renter protections...i… https://t.co/7EfmGWlk4c",0,Twitter Web App,
Charlie Patrick,18346882,"Los Angeles, CA",2023-01-20 03:55:28,@KTLA that's gonna help with the homeless issue.... NOT!,0,Twitter for iPhone,
For-the-love-of-God,1464740311578595328,"Los Angeles, CA",2023-01-20 03:53:56,@DearBubbie @GavinNewsom He IS corruption. Have you not heard the senate is investigating him for allowing $30 BILL… https://t.co/YmODqI0zQj,0,Twitter for iPhone,
4680,1348727975261347841,"Los Angeles, CA",2023-01-20 03:42:55,"@unusual_whales What about homeless, drug rehab to only name a few! Of course not! Use our money on more wars",0,Twitter for iPhone,
Sean Sheppard,902004377711386625,"Los Angeles, CA",2023-01-20 03:40:29,"@_Grxv @TSmith5s @nojumper Here's your answer: I wouldn't break the law.
https://t.co/ykg1iWpb5q",0,Twitter Web App,
Sean Sheppard,902004377711386625,"Los Angeles, CA",2023-01-20 03:39:13,@TSmith5s @nojumper https://t.co/ykg1iWpb5q Keep tweeting Tyler. Makes you look smarter by the minute,0,Twitter Web App,
Jameson,960926078,"Los Angeles, CA",2023-01-20 03:33:16,@DrWieseDvm @jasonappleton @kyo28o It’s true. In LA the homeless are about 99% mentally ill. In fact there are so m… https://t.co/KAKsTYmIhh,0,Twitter for iPhone,
Patrice “Tefnut” Walker,21489286,"Los Angeles, CA",2023-01-20 03:29:50,@GavinNewsom I’d like to talk about fixing this homeless issue in California. I always wanted to move here since I… https://t.co/Si251N95B9,0,Twitter for iPhone,
David Gawkowski,221115302,"Los Angeles, CA",2023-01-20 03:28:32,"@ThaTurnerIV @djshort Let’s carry this further, would you be entertained by homeless people fighting to the death f… https://t.co/ADVIHLg9AK",0,Twitter for iPhone,
Charlie Patrick,18346882,"Los Angeles, CA",2023-01-20 03:18:49,"@Twizted_Dream @MayorOfLA @SecVetAffairs sorry, sounds like things got even worse after 2020 for homeless veterans",0,Twitter for iPhone,
Patrice “Tefnut” Walker,21489286,"Los Angeles, CA",2023-01-20 03:17:51,@GavinNewsom @POTUS My ancestors actually said that Gavin Newsom pockets money off the top from funds that are supp… https://t.co/Yjwriv4tvK,0,Twitter for iPhone,
Zoie Matthew,1216659620,"Los Angeles, CA",2023-01-20 03:17:51,"Earlier this month, a large encampment in Venice was cleared as part of Karen Bass’s new “Inside Safe” initiative.… https://t.co/XUYVkm3N7Z",7,Twitter for iPhone,
sEiize,1254307938950234112,"Los Angeles, CA",2023-01-20 02:37:35,"@daniyalwaqas @truhavoc0x @nojumper if a homeless has a severe peanut allergy, are they entitled asf if they refuse… https://t.co/8qqxVRbez9",0,Twitter for iPhone,
Peter Krajewski,1468760760,"Los Angeles, CA",2023-01-20 02:37:09,An ironic (and sadly telling) string of tweets in my timeline today. We are bending over backwards to help a foreig… https://t.co/ZMumy5Ok5D,0,Twitter for iPhone,
Lorenzo,1489984076752637953,"Los Angeles , California",2023-01-20 02:27:43,@ElijahSchaffer @ClownWorld_ so you actually saw a homeless man wacking it in front of children? somehow I think you are lying about this?,0,Twitter Web App,
PEEZY,51779270,"Hollywood, CA",2023-01-20 02:25:57,This one homeless dude poured doo doo on top of this lady’s head on Hollywood BLV… Doo Doo! A lot of these ppl are fiends bro.,0,Twitter for iPhone,
PEEZY,51779270,"Hollywood, CA",2023-01-20 02:23:30,This particular incident was kinda fucked up but these “homeless” folks in Cali be TRIPPIN man. https://t.co/fIUbwlWhOv,0,Twitter for iPhone,
Tim Ryan,189124998,"Beverly Hills, CA",2023-01-20 02:16:02,"@cpoetzscher We had a homeless lady come through our backyard do about $10,000 damage to a number of the neighbors… https://t.co/YP8j6bDknk",1,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-20 02:13:07,"Michael is homeless in Toronto, Canada. He has walking pneumonia. Michael has been in and out of the hospital. The… https://t.co/KLiewxnwqF",1,Agorapulse app,
Julien Blue (Julie Violet) 🏳️‍🌈,1318975286705147904,Los Angeles,2023-01-20 02:10:45,@BobLovesData @forestvanslyke Yup. I'm homeless now...,0,Twitter Web App,
Mike Bonin,19521983,"Los Angeles, CA",2023-01-20 01:55:08,The coalition @keeplahoused is fighting back to keep our neighbors from becoming homeless. They will be at City Hal… https://t.co/HyYj0s5avS,2,Twitter Web App,
NewsfeedsMedia,1007725923720835072,"Los Angeles, CA",2023-01-20 01:55:08,"Moment 'homeless Gipsy boy' brags in TikTok videos from the home of the woman he murdered
https://t.co/j3J0jakgEL",0,Next Newsfeeds.media,
Frederick Lodge,1140537458859266048,"Los Angeles, CA",2023-01-20 01:42:35,"@TheKatlamity @ABC7 Aw, these poor, desperate business owners are frustrated!! By the people with literally nothing… https://t.co/QsNM4cu2Jd",0,Twitter for Android,
Pamela Hayes,173188404,"Los Angeles, CA",2023-01-20 01:42:16,"“Before you leave here, you feel like there’s some kind of hope for you. There is some kind of way out for you...”… https://t.co/CVe2eko4OK",0,TweetDeck,
Justyna 🇺🇦,1148628017918251008,"Los Angeles, CA",2023-01-20 01:39:49,"@AmsterdammerDog @BBCWorld All working Californians are already funding homeless shelters, we pay income taxes, sal… https://t.co/JRabOdIBGz",0,Twitter for iPhone,
Max Sadeghi,41091194,"North Hollywood, California",2023-01-20 01:39:12,@SFDAOffice @BrookeJenkinsSF Spraying water on a homeless person in the winter is cruel. I hope she gets the help s… https://t.co/fAkEozbuad,0,Twitter for iPhone,
David B,312842826,Los Angeles,2023-01-20 01:38:26,@teasandsweets @MayorOfLA Seems like drugs and alcohol are a pretty big consideration.  https://t.co/K4Wic7vX1O,0,Twitter for iPhone,
MARTY,269970260,"Los Angeles, CA",2023-01-20 01:37:49,"@POTUS Please get the FUCK OUT of my destroyed, crime ridden, violent homeless infested, Libtard state. On your way… https://t.co/VjajPtCsd8",0,Twitter Web App,
efren ledesma,1083533209466429440,"Los Angeles, CA",2023-01-20 01:32:14,@jrpsaki He stole money from a homeless veteran who needed it to save his dog’s life. I don’t know how Kevin is goi… https://t.co/scRx3KptcE,0,Twitter for iPhone,
karina,1037817103,,2023-01-20 01:18:27,"this homeless man screaming at the coffe shop window: I LOVE U BITCH

imall me2",0,Twitter for iPhone,
Stuart Falk,32540713,"Los Angeles, California",2023-01-20 01:17:31,"Shannon Collier Gwin, 71, was charged with misdemeanor battery after a bystander’s video that was widely shared onl… https://t.co/Sm2Y7Ttplf",0,Twitter Web App,
Robin Resendez,968688146,"Los Angeles, CA",2023-01-20 01:16:04,"@FOXLA Its
Not
The
Business 
Owners'
Fault...
They
Are
NOT
Homeless...
These
Are
Derelict 
Human beings...
That
Wan… https://t.co/7Ef2mU6aTU",0,Twitter for Android,
Should we believe the hype?,999196517339578368,"Los Angeles, CA",2023-01-20 01:04:30,"@SpokenButterfly @nowthisnews This is bullshit... Turn the tables, homeless goes battery on someone, what do they d… https://t.co/hBE1JH8w6i",0,Twitter for Android,
Mark Horvath,14595574,Los Angeles,2023-01-20 01:04:03,Rumor has it our animation on giving money to homeless people will drop next week *grin* https://t.co/5l91V2CS6W,1,Twitter Web App,
DeadState.org,766871846239084544,"Los Angeles, CA",2023-01-20 01:00:04,Art gallery owner who drenched homeless woman with a water hose is arrested and charged https://t.co/AdYBeUhk9g,0,dlvr.it,
BoycottTesla,2971066525,Los Angeles,2023-01-20 00:30:56,@FOXLA There’s something wrong with people today.  How many COVID deaths yet people don’t seem to be phased.  Gun v… https://t.co/fxstXrCfog,0,Twitter for iPad,
Amber Avara | Storyboard Artist,3226935061,"Los Angeles, CA",2023-01-20 00:30:40,"@mzhangclan i am exactly one of the ppl you're talking about. i grew up homeless, didn't finish high school, i am e… https://t.co/byogFZeuvU",0,Twitter Web App,
Mayralacayo,1510851185837678593,"Los Angeles, CA",2023-01-20 00:28:06,@SecBlinken @eu_eeas @JosepBorrellF What about if you starting seeing you own crisis in your country that elect you… https://t.co/C1jkrOOnr3,0,Twitter for iPhone,
Coach Wilmer,903274027,"Los Angeles, California",2023-01-20 00:24:38,"@ABC7 The mayor of the city should go to jail, no this guy.  Homeless is the mayor’s problem. No his problem.",0,Twitter for iPhone,
anti-you,1569717862671196160,"Los Angeles, CA",2023-01-20 00:17:27,@amuse @Jim_Jordan Another fakeass Constitution-hater who thinks the US is a deadbeat like you and your dad. Why yo… https://t.co/OHw6599hFV,0,Twitter for iPhone,
BoycottTesla,2971066525,Los Angeles,2023-01-20 00:16:20,"@Justin_G0rd0n I don’t understand why it’s acceptable for our transit, parks, libraries, and other infrastructure i… https://t.co/k19nPo01dL",1,Twitter for iPad,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-20 00:12:06,"Dawn has lived on the streets of Los Angeles homeless for over three years. Before this interview, she texted me to… https://t.co/hgMGbjdAZU",11,Agorapulse app,
BIG TEV,2385326738,LA,2023-01-19 23:59:00,Tell ‘em you homeless but you work https://t.co/RcbIi0983p,0,Twitter for iPhone,
Lenny Daniel Shaw,929595077961302021,"Los Angeles, CA",2023-01-19 23:52:54,"o do this to ANYONE is cruel to the man and the dog 

To do this to the dog of a disabled and homeless veteran is u… https://t.co/nVhILXvNpz",0,Twitter for iPhone,
Oligarchs like Elon Musk and Pedophile Priests,1610432336482402304,"Los Angeles, CA",2023-01-19 23:49:52,"@elonmusk @BarackObama @POTUS 
Ed Ryan accuses the Musk/Republicans Oligarch cabal of hating on the American homele… https://t.co/5rhuroU492",1,Twitter for Android,
Imagine LA,64833839,"Los Angeles, CA",2023-01-19 23:37:09,@LAHomeless @PathwaysLA Visit https://t.co/9aicvreGJd to learn more about the LA Homeless Count.… https://t.co/fBDr2rQxAT,0,Buffer,
Imagine LA,64833839,"Los Angeles, CA",2023-01-19 23:37:09,There's still time to sign up to volunteer w/ @ImagineLA for the LA Homeless Count 2023! Join us &amp; @lahomeless for… https://t.co/lpuZrc1iMW,1,Buffer,
TMZ,16331010,"Los Angeles, CA",2023-01-19 23:30:18,The San Francisco art gallery owner caught on video spraying a homeless woman with a hose was arrested Wednesday fo… https://t.co/cagBOCjy6B,23,SocialFlow,
MMA 🦿🐐🐺,1485216802095263750,"Los Angeles, CA",2023-01-19 23:30:09,@evil_bean1017 W homeless nowadays need to learn how to get jobs it’s 2023 bro who’s homeless nowadays LMFAOO,0,Twitter for iPhone,
Russ Vandeveerdonk,1212330597055467520,"Hollywood, Los Angeles",2023-01-19 23:26:53,Almost five people per day die in the streets of Los Angeles areas due to homeless issues?? What are the statistics… https://t.co/5cHUYA1X8m,0,Twitter for Android,
Charlie Patrick,18346882,"Los Angeles, CA",2023-01-19 23:25:47,"@MayorOfLA @SecVetAffairs BTW, HUD-VASH takes about a year, then HACLA does its best to make sure veterans stay hom… https://t.co/YVdocpn1v5",0,Twitter for iPhone,
Danny Romero,398877566,Los Angeles,2023-01-19 23:13:48,"Our @abc7carlos has a report about fatalities involving #Homeless people in the Sherman Oaks area coming up, 3pm… https://t.co/uoPAEZrNXf",0,Twitter Web App,
Keep Weho Safe 🇺🇸,385558581,West Hollywood,2023-01-19 23:13:17,"Concerned about a homeless person? Call West Hollywood's Human Services Division at (323) 848-6510. Or Sheriff, (310) 855-8850.",1,Dynamic Tweets,
Katherine Smock,4908224944,"Los Angeles, California",2023-01-19 23:09:58,"Venice homeowners want to make sure homeless encampments don't return. 

It's baffling to me that people just keep… https://t.co/66d5cs8u66",0,Twitter Web App,
ʎ u u ɐ p 🚲,1286193340963151874,"Los Angeles, CA",2023-01-19 23:02:26,I prefer to take the stairs than the elevator. I’ve experienced multiple buildings that lock the door to the stairs… https://t.co/A8J5WPRWqS,0,Twitter for iPhone,
Wycked Knight,333823519,"Burbank, CA",2023-01-19 23:00:11,Biden needs to stop sending money that the U.S. can not afford to be sending to Ukraine and spending more money her… https://t.co/XOfGs89LCo,0,Twitter Web App,
Mark Horvath,14595574,Los Angeles,2023-01-19 22:58:02,I’ve been saying this for over a decade. The homeless sector fails big time at forecasting the crises that are just… https://t.co/0gu0UpRVvI,1,Twitter for iPhone,
DiegoBi,1570895400881762304,"Los Angeles, CA",2023-01-19 22:55:11,"@rabbitghostin @thebsktcase @TheOmniLiberal Fk tht im sigma, my own boss 🤬🤬🤬
On a unrelated note, im homeless",0,Twitter for Android,
Film The Police LA,16858860,"Hollywood, Los Angeles",2023-01-19 22:52:52,"There are 40,000-45,000 homeless in LA. If we spent every penny of that $50M just on hotels, they would get a room… https://t.co/yHJ0d3HQh7",9,Twitter for iPhone,
🎒 David James Henry 🧑‍🏫,844675802,"Van Nuys, Los Angeles, CA",2023-01-19 22:52:00,"@sweggysupply @DailyLoud Everyone knows San Francisco doesn't give a shit about the homeless, this is a good step in the right direction",0,Twitter for Android,
KYCC,21703945,Los Angeles,2023-01-19 22:43:51,Volunteer to join the Greater Los Angeles Homeless Count! The data collected will be an essential component in unde… https://t.co/WeAegF3lT8,1,Hootsuite Inc.,
Peggy at the Movies,2268375140,"Los Angeles, CA",2023-01-19 22:40:10,@ladyvenoms I mean it shouldn't surprise anyone this is a plan of theirs - but somehow their devout will tout it fr… https://t.co/pRoKFYZV6S,0,TweetDeck,
EddieLouise in Anniversary Season ❤️,16736800,"Los Angeles, CA",2023-01-19 22:23:25,@Eric_A_Stanley @prisonculture Require him to live in homeless shelter conditions for one month. I say conditions n… https://t.co/HhbWEYVJ7m,0,Twitter for Android,
Margaret9 Farrell,14774634,Los Angeles,2023-01-19 22:23:00,"Video posted on social media captured the man leaning against a fence while soaking the woman as she cries out. ""Yo… https://t.co/Qt4Tew62mK",0,Twitter for iPhone,
Alzier,1244467795623940096,"Los Angeles, CA",2023-01-19 22:19:28,@BettyKPIX @BrookeJenkinsSF She is not experiencing homelessness you twit. Being homeless is not an experience for… https://t.co/u4ITkBWyop,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-19 22:12:11,Gerald was sitting on a bus bench in Hollywood listening to a jazz station on his radio. I asked him what homelessn… https://t.co/08Qu2jlIec,2,Agorapulse app,
uniquelybeverly,115190063,"Los Angeles, CA",2023-01-19 22:09:53,"So much talk bout Sherman Oaks bus owners finding a # of dead homeless people. They, like Skidrow, where finding de… https://t.co/L5ayrZv4gO",0,Twitter Web App,
Serious Joint Avatar Fighting Homelessness,110923238,"Los Angeles, CA",2023-01-19 22:09:52,"@hakeemjeffries Eggs are $7.98 a dozen
Minimum Wage is still $7.25; 20 years after George W Bush raised it 
My Cong… https://t.co/eSTRfTdl5x",0,Twitter Web App,
Diane Poncher,2458451689,"Los Angeles, CA",2023-01-19 22:07:10,@lar_andersen @tempe_girl @billybinion Really???? Allow me 2 ‘splain: Govt Re-possesses your house bc you owe $10k… https://t.co/f0DRKDzAs0,0,Twitter for iPhone,
Tatiana Tical☮️💨,1462518263242313732,"Hollywood, Los Angeles",2023-01-19 22:02:11,"Another day in Los Angeles, another homeless sweep. #shorts https://t.co/D1OdtmLr7h via @YouTube please #volunteer… https://t.co/7UfY58Ix4f",0,Twitter for iPhone,
Lawrence C. Lyons,1518645249354043392,"Los Angeles, CA",2023-01-19 22:01:39,@jasongillearn I could probably get as skinny (able bodied) as Jim  here if my gut micro biome didn’t have to fight… https://t.co/FRhhiprZ6K,0,Twitter for iPhone,
Karina Junker,266933242,"Los Angeles, CA",2023-01-19 21:58:17,"“In LA County, an average of five homeless deaths are reported a day.” 

How is this normal? This is outrageous. In… https://t.co/TawYfHfDbb",0,Twitter for iPhone,
Oscar J LLamas,1376924286,"South Whittier, CA",2023-01-19 21:55:01,"@heaveniscallin1 @AntonioSabatoJr I understand, it would make Gd sense for a Homeless organizations to help homeles… https://t.co/nTK6caVpkt",0,Twitter for iPhone,
Jillian Burgos,1598185535222124544,"Los Angeles, CA",2023-01-19 21:53:26,"While I applaud @MayorOfLA's effort to get people into temporary housing, it's disturbing to hear that people are b… https://t.co/vuChxSufGB",7,Twitter Web App,
MaddieV✌✌RDHAP,1025583498189406208,Los Angeles,2023-01-19 21:52:58,"@FOXLA 💯 fact!! Same in my neighborhood! Santa Monica and Bundy! Sanitation comes and cleans up around it, but the homeless are still there!",0,Twitter for iPhone,
FallingRockstar,1586488598290960384,Los Angeles,2023-01-19 21:47:35,@Super_Doobie @mcsquared34 And when they stop working and the economy is burdened with homeless and Healthcare cost… https://t.co/HIDvS4Tk2Q,0,Twitter for Android,
Johnny Larios,1560423591765651456,"Los Angeles, CA",2023-01-19 21:43:30,@unusual_whales Being homeless will change that right up lol,0,Twitter for iPhone,
Robert J. Strock,272019049,"Santa Monica, CA",2023-01-19 21:40:09,"As is finally common knowledge, homelessness is a massive and ongoing issue in the United States and many countries… https://t.co/xp4sF1HUhL",1,Hootsuite Inc.,
javy,585284378,"Los Angeles, CA",2023-01-19 21:30:51,"@Ed08321515 @Noahbierman First, he didn’t do that. He cut funding. Second, that was in 1975. Not many govs, of eith… https://t.co/1gfpmzoNlE",0,Twitter for iPhone,
alex,1363274607000645632,"Los Angeles, CA",2023-01-19 21:21:56,"@jasonappleton This is what the democrats leader is doing.
Don’t expect miracles from them .
According to them you… https://t.co/LJL792leQX",0,Twitter for iPhone,
"Marlene S 🌊 💙 MDR, CA",64456748,90292,2023-01-19 21:17:48,"@BrianDouglasKNX Hmmmmm, no homeless so maybe the 105? On Century",0,Twitter Web App,
Geoff Pilkington,20548784,Los Angeles,2023-01-19 21:12:16,"Police issued an arrest warrant Wednesday charging the gallery owner, Shannon Collier Gwin, with misdemeanor batter… https://t.co/Df0pGECgJA",0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-19 21:09:00,"To make sure their property isn't taken in a sweep, homeless people in Denver are forced to remain outside in freez… https://t.co/T2UDDv9Oej",17,Sprout Social,
City of Pasadena,111120497,"Pasadena, CA",2023-01-19 21:08:48,[1/2] Pasadena native Mark was unhoused on and off for 12 years. With help from the Pasadena Outreach Response Team… https://t.co/HiGTYi1aFs,2,Twitter Web App,
Lucas | Symbiosis,253073799,"Los Angeles, CA",2023-01-19 21:08:46,"@BasedEllinas @ClownWorld_ Not really, it's just homeless peoples, in SF the issue is junkies",0,Twitter for iPhone,
Anthony Garcia,836061034360139776,"Los Angeles, CA",2023-01-19 21:00:53,@MayorOfLA It’s a nice sentiment. But you have now introduced a mass increase of homeless from surrounding states.… https://t.co/ynaAy3YHMY,0,Twitter for iPhone,
Justin Robert Purser,20473318,"Los Angeles, California",2023-01-19 20:59:40,@BonninMike The activists are losing it. They are all so unhinged that homeless are getting help off the streets. N… https://t.co/KteXXSsvJM,0,Twitter for iPhone,
javy,585284378,"Los Angeles, CA",2023-01-19 20:55:19,@Ed08321515 @Noahbierman No party is responsible for homeless. Mental illness and drugs are the top two reasons peo… https://t.co/tgsBE0ubYF,0,Twitter for iPhone,
zoli osaze,63202029,los angeles,2023-01-19 20:48:37,SF art gallery owner filmed spraying homeless woman with hose has been arrested https://t.co/xsND9wBvJu,0,Twitter Web App,
Pay It Forward LA,1321010486192734209,"Los Angeles, CA",2023-01-19 20:48:02,I’ve been working on getting our recently housed folks settled into their new homes and adjusted into their new lif… https://t.co/RcgWp0qAUa,0,Twitter for iPhone,
KD,1507251770073882626,"Los Angeles, CA",2023-01-19 20:47:35,Naw homeless man almost got beat for actin stupid 😂 https://t.co/4wnxFeAOMF,0,Twitter for iPhone,
Tha Virgin Grace,50784117,"Los Angeles, CA",2023-01-19 20:32:37,@DailyLoud Rich people be like help the homeless nah I’ll drop 6 figures on this TV,0,Twitter for iPhone,
